loan_id,customer_id,loan_amount,tenure_months,interest_rate,disbursal_date,city,income_band,credit_score_band,acquisition_channel
LN00031818,CUST0009914,424756.92,18,16.61,2024-08-13,Hyderabad,6-10L,600-650,affiliate
LN00031819,CUST0005838,246288.45,12,15.09,2024-10-02,Bhopal,3-6L,600-650,app_store
LN00031820,CUST0002171,1317959.8,12,15.34,2024-02-17,Kochi,>15L,650-850,app_store
LN00031821,CUST0015101,257320.25,18,19.05,2024-07-10,Surat,3-6L,600-650,organic
LN00031822,CUST0011607,2821002.6,24,26.68,2024-08-21,Pune,>15L,300-550,organic
LN00031823,CUST0018188,193925.43,18,13.28,2024-03-13,Delhi,3-6L,650-850,app_store
LN00031824,CUST0002982,823384.7,24,10.36,2024-04-16,Delhi,10-15L,650-850,organic
LN00031825,CUST0012287,239969.75,24,17.52,2024-03-15,Bengaluru,3-6L,600-650,DSA
LN00031826,CUST0009597,2926529.13,24,16.54,2024-02-20,Surat,>15L,600-650,referral
LN00031827,CUST0017169,487166.9,18,18.02,2024-03-16,Bengaluru,6-10L,550-600,organic
LN00031828,CUST0012326,246589.48,36,20.23,2025-02-19,Pune,3-6L,550-600,organic
LN00031829,CUST0016058,883503.13,36,20.69,2024-02-20,Kolkata,10-15L,550-600,referral
LN00031830,CUST0003304,473646.92,12,20.54,2024-11-05,Ahmedabad,6-10L,550-600,referral
LN00031831,CUST0013071,548773.74,12,16.03,2024-06-16,Mumbai,10-15L,600-650,affiliate
LN00031832,CUST0014848,247402.9,24,20.95,2025-03-27,Visakhapatnam,6-10L,550-600,DSA
LN00031833,CUST0006621,1469734.94,24,14.58,2025-04-29,Surat,10-15L,650-850,app_store
LN00031834,CUST0026156,292907.4,12,28.36,2024-05-24,Nagpur,3-6L,300-550,DSA
LN00031835,CUST0015754,2891345.02,18,26.01,2024-02-24,Mumbai,>15L,300-550,referral
LN00031836,CUST0011372,634565.23,24,15.08,2025-05-04,Delhi,6-10L,600-650,DSA
LN00031837,CUST0000766,42663.16,18,19.85,2025-01-17,Surat,<3L,600-650,app_store
LN00031838,CUST0011935,36139.18,24,10.69,2025-04-03,Delhi,<3L,650-850,affiliate
LN00031839,CUST0018089,1154367.28,12,10.75,2024-05-27,Coimbatore,10-15L,650-850,app_store
LN00031840,CUST0015326,513512.6,18,14.95,2024-12-03,Ahmedabad,10-15L,650-850,DSA
LN00031841,CUST0013638,1414153.94,18,21.64,2024-05-15,Mumbai,10-15L,550-600,DSA
LN00031842,CUST0007535,100512.77,24,20.51,2025-06-12,Lucknow,3-6L,550-600,organic
LN00031843,CUST0022824,291762.1,24,23.0,2025-01-19,Bhopal,3-6L,550-600,referral
LN00031844,CUST0006420,270633.08,24,17.51,2025-05-12,Bhopal,6-10L,600-650,organic
LN00031845,CUST0008736,245665.22,12,12.99,2025-02-26,Kolkata,3-6L,650-850,DSA
LN00031846,CUST0008143,474830.68,24,14.93,2024-12-07,Kolkata,6-10L,650-850,DSA
LN00031847,CUST0021168,537098.6,24,12.73,2024-02-05,Indore,6-10L,650-850,affiliate
LN00031848,CUST0022618,164761.39,24,15.75,2024-12-03,Vadodara,3-6L,600-650,affiliate
LN00031849,CUST0018095,206286.58,18,12.84,2024-06-29,Bhopal,6-10L,650-850,organic
LN00031850,CUST0013470,520020.68,12,19.39,2025-05-09,Lucknow,6-10L,550-600,organic
LN00031851,CUST0020915,577165.11,24,10.19,2024-10-17,Nagpur,6-10L,650-850,organic
LN00031852,CUST0018319,1052127.88,18,21.93,2025-07-02,Ahmedabad,10-15L,550-600,DSA
LN00031853,CUST0024704,658077.29,24,16.18,2024-03-26,Lucknow,10-15L,600-650,organic
LN00031854,CUST0024387,651633.12,12,20.6,2025-05-16,Coimbatore,10-15L,550-600,organic
LN00031855,CUST0024334,10119.51,12,26.65,2024-01-04,Ahmedabad,<3L,300-550,DSA
LN00031856,CUST0021554,1454043.7,36,12.27,2024-09-21,Chennai,>15L,650-850,DSA
LN00031857,CUST0000958,208483.82,12,17.14,2024-12-06,Visakhapatnam,6-10L,600-650,organic
LN00031858,CUST0000025,866289.09,12,18.4,2024-01-25,Kochi,>15L,550-600,DSA
LN00031859,CUST0004409,1297003.03,24,23.03,2025-02-25,Bhopal,>15L,550-600,organic
LN00031860,CUST0017195,684884.1,36,15.22,2024-10-15,Mumbai,6-10L,650-850,affiliate
LN00031861,CUST0013218,2716768.06,12,18.22,2025-01-31,Nagpur,>15L,600-650,DSA
LN00031862,CUST0008355,491603.95,24,10.91,2024-03-17,Mumbai,6-10L,650-850,DSA
LN00031863,CUST0000047,298310.21,36,12.47,2024-03-29,Mumbai,3-6L,650-850,DSA
LN00031864,CUST0021136,49144.53,36,21.64,2024-03-13,Chennai,<3L,550-600,organic
LN00031865,CUST0020574,279586.48,18,19.02,2025-01-18,Chennai,6-10L,600-650,organic
LN00031866,CUST0008755,1170565.34,12,15.37,2024-12-23,Jaipur,10-15L,600-650,referral
LN00031867,CUST0002543,895919.76,12,27.0,2025-06-14,Hyderabad,>15L,300-550,DSA
LN00031868,CUST0014062,382686.48,12,15.42,2024-02-13,Bengaluru,6-10L,600-650,affiliate
LN00031869,CUST0024864,1337826.07,18,13.65,2025-02-09,Surat,10-15L,650-850,app_store
LN00031870,CUST0001699,1584516.07,18,15.02,2024-05-04,Kolkata,>15L,600-650,affiliate
LN00031871,CUST0028323,620835.56,36,29.13,2024-07-16,Mumbai,6-10L,300-550,referral
LN00031872,CUST0011503,261598.74,18,11.47,2024-02-13,Kolkata,3-6L,650-850,DSA
LN00031873,CUST0013209,560088.14,36,12.79,2024-10-29,Indore,10-15L,650-850,organic
LN00031874,CUST0029296,644595.09,24,20.98,2024-04-05,Mumbai,6-10L,550-600,organic
LN00031875,CUST0012209,993851.91,18,14.99,2024-09-19,Coimbatore,10-15L,650-850,organic
LN00031876,CUST0011433,1444991.42,18,14.15,2024-06-16,Pune,10-15L,650-850,DSA
LN00031877,CUST0006255,43869.27,18,21.42,2024-08-05,Pune,<3L,550-600,organic
LN00031878,CUST0009597,152413.04,36,15.19,2025-05-15,Hyderabad,3-6L,650-850,organic
LN00031879,CUST0007799,169917.07,24,19.45,2025-07-07,Ahmedabad,3-6L,550-600,organic
LN00031880,CUST0029913,230845.83,18,21.56,2025-02-02,Mumbai,3-6L,550-600,referral
LN00031881,CUST0006397,523478.45,24,27.09,2025-07-09,Indore,10-15L,300-550,organic
LN00031882,CUST0028121,509189.33,18,13.94,2024-07-16,Delhi,6-10L,650-850,organic
LN00031883,CUST0023947,74198.09,24,23.21,2025-05-03,Kolkata,<3L,550-600,organic
LN00031884,CUST0022929,509193.41,24,17.79,2024-12-02,Delhi,6-10L,600-650,affiliate
LN00031885,CUST0022637,364244.85,18,17.44,2025-05-05,Bengaluru,6-10L,600-650,organic
LN00031886,CUST0028236,57452.39,18,25.64,2025-06-13,Pune,3-6L,300-550,referral
LN00031887,CUST0023734,10806.3,18,16.4,2024-12-20,Mumbai,<3L,600-650,referral
LN00031888,CUST0003359,407410.43,12,14.84,2024-10-03,Delhi,6-10L,650-850,organic
LN00031889,CUST0002953,200259.24,18,13.05,2024-06-18,Jaipur,6-10L,650-850,referral
LN00031890,CUST0002587,1161533.46,18,10.38,2025-02-15,Nagpur,>15L,650-850,DSA
LN00031891,CUST0020698,2948391.92,24,17.91,2025-02-19,Chennai,>15L,600-650,organic
LN00031892,CUST0015140,234232.54,24,15.1,2024-02-20,Vadodara,6-10L,600-650,referral
LN00031893,CUST0013411,570532.62,18,10.71,2025-03-04,Bengaluru,6-10L,650-850,organic
LN00031894,CUST0002755,645779.89,18,18.26,2025-01-09,Jaipur,6-10L,600-650,DSA
LN00031895,CUST0017517,59382.85,36,12.41,2024-08-30,Delhi,3-6L,650-850,affiliate
LN00031896,CUST0022683,289560.36,12,16.08,2024-01-01,Bengaluru,3-6L,600-650,DSA
LN00031897,CUST0021316,47789.81,36,10.44,2024-10-09,Coimbatore,<3L,650-850,organic
LN00031898,CUST0000152,24642.59,12,26.32,2024-01-12,Visakhapatnam,<3L,300-550,referral
LN00031899,CUST0004910,128794.27,24,18.12,2025-04-30,Visakhapatnam,3-6L,600-650,referral
LN00031900,CUST0014032,690334.99,36,14.7,2025-06-09,Bhopal,6-10L,650-850,affiliate
LN00031901,CUST0005799,129415.38,18,19.86,2025-01-24,Bengaluru,3-6L,550-600,organic
LN00031902,CUST0009406,232025.62,36,23.56,2024-01-21,Hyderabad,3-6L,300-550,app_store
LN00031903,CUST0021081,334283.9,24,27.81,2024-03-13,Delhi,6-10L,300-550,organic
LN00031904,CUST0023321,1022045.17,18,14.3,2025-04-19,Mumbai,10-15L,650-850,affiliate
LN00031905,CUST0024611,34045.31,24,22.7,2025-06-04,Indore,<3L,550-600,affiliate
LN00031906,CUST0022126,1189688.97,18,16.99,2025-03-17,Jaipur,10-15L,600-650,affiliate
LN00031907,CUST0007629,329708.55,36,21.76,2025-04-26,Surat,6-10L,550-600,organic
LN00031908,CUST0014885,324185.04,36,18.9,2024-03-31,Lucknow,6-10L,550-600,organic
LN00031909,CUST0017489,1571080.33,36,23.78,2024-07-03,Mumbai,>15L,300-550,referral
LN00031910,CUST0015390,46347.86,36,24.09,2025-02-08,Chennai,<3L,300-550,DSA
LN00031911,CUST0007792,421282.14,12,19.69,2025-02-22,Surat,6-10L,600-650,DSA
LN00031912,CUST0002966,184304.75,24,13.59,2024-08-19,Vadodara,3-6L,650-850,affiliate
LN00031913,CUST0017719,124833.97,24,12.46,2024-09-25,Bengaluru,3-6L,650-850,organic
LN00031914,CUST0017745,106570.28,12,14.2,2025-04-23,Delhi,3-6L,650-850,referral
LN00031915,CUST0001079,1006037.96,18,15.44,2024-10-10,Kochi,10-15L,600-650,referral
LN00031916,CUST0025628,345319.19,18,27.08,2025-07-03,Visakhapatnam,6-10L,300-550,organic
LN00031917,CUST0007949,2983165.88,12,16.69,2025-03-04,Indore,>15L,600-650,DSA
LN00031918,CUST0023549,923874.01,12,18.1,2024-09-03,Mumbai,10-15L,600-650,organic
LN00031919,CUST0018759,2006558.16,24,15.5,2024-09-28,Ahmedabad,>15L,600-650,affiliate
LN00031920,CUST0020962,176913.39,18,15.02,2025-04-24,Delhi,3-6L,600-650,organic
LN00031921,CUST0004966,252079.94,12,22.95,2024-05-28,Patna,3-6L,550-600,DSA
LN00031922,CUST0001738,242079.6,24,14.0,2024-06-23,Hyderabad,6-10L,650-850,organic
LN00031923,CUST0026251,906677.75,18,10.7,2024-05-27,Pune,10-15L,650-850,referral
LN00031924,CUST0012650,138019.13,12,18.57,2025-03-25,Bengaluru,3-6L,550-600,organic
LN00031925,CUST0018541,1710414.21,18,14.32,2024-07-24,Nagpur,>15L,650-850,referral
LN00031926,CUST0015301,11552.84,12,13.45,2025-02-20,Pune,<3L,650-850,affiliate
LN00031927,CUST0000825,1920795.63,24,11.57,2024-12-20,Nagpur,>15L,650-850,referral
LN00031928,CUST0020700,567509.67,24,18.68,2024-06-26,Chennai,6-10L,600-650,organic
LN00031929,CUST0001814,647497.73,36,16.96,2024-08-29,Chennai,6-10L,600-650,referral
LN00031930,CUST0010707,2085463.37,18,13.76,2024-09-26,Coimbatore,>15L,650-850,DSA
LN00031931,CUST0020832,2752270.03,18,16.87,2025-05-09,Hyderabad,>15L,600-650,DSA
LN00031932,CUST0020636,2336136.42,18,19.11,2025-01-03,Coimbatore,>15L,600-650,organic
LN00031933,CUST0014388,609204.39,24,23.95,2024-10-19,Mumbai,6-10L,550-600,referral
LN00031934,CUST0018818,1409816.27,12,18.11,2025-03-23,Bengaluru,>15L,600-650,referral
LN00031935,CUST0029625,1162199.17,24,13.86,2025-07-03,Surat,10-15L,650-850,referral
LN00031936,CUST0028932,789357.13,24,19.71,2024-12-25,Visakhapatnam,10-15L,550-600,referral
LN00031937,CUST0026277,1039346.66,18,26.7,2025-03-09,Kochi,10-15L,300-550,DSA
LN00031938,CUST0025262,569424.75,24,18.81,2024-02-14,Pune,10-15L,550-600,app_store
LN00031939,CUST0024432,572293.89,12,22.74,2025-05-29,Pune,6-10L,550-600,app_store
LN00031940,CUST0016773,785248.94,24,14.9,2024-02-21,Jaipur,10-15L,650-850,DSA
LN00031941,CUST0016603,274849.02,36,23.55,2024-09-01,Bhopal,6-10L,550-600,organic
LN00031942,CUST0014264,1190101.15,12,19.34,2024-04-21,Jaipur,10-15L,550-600,organic
LN00031943,CUST0019212,121651.16,18,16.14,2024-06-29,Delhi,3-6L,600-650,affiliate
LN00031944,CUST0023743,294669.68,36,23.38,2024-03-19,Patna,6-10L,550-600,referral
LN00031945,CUST0003907,697210.16,12,18.11,2025-06-12,Coimbatore,6-10L,600-650,organic
LN00031946,CUST0007111,2437464.96,24,15.28,2024-07-23,Coimbatore,>15L,600-650,referral
LN00031947,CUST0024832,1012870.57,12,12.29,2024-02-03,Kolkata,10-15L,650-850,DSA
LN00031948,CUST0025588,525084.77,36,15.62,2024-06-29,Bengaluru,6-10L,600-650,organic
LN00031949,CUST0020977,291433.55,24,19.62,2024-05-09,Delhi,3-6L,550-600,DSA
LN00031950,CUST0007086,1580284.78,18,10.32,2024-03-17,Pune,>15L,650-850,referral
LN00031951,CUST0013811,22801.11,24,20.34,2025-04-03,Hyderabad,<3L,550-600,organic
LN00031952,CUST0027031,2760564.63,18,12.26,2024-08-06,Kolkata,>15L,650-850,affiliate
LN00031953,CUST0006296,1314753.22,36,12.37,2025-06-01,Delhi,10-15L,650-850,DSA
LN00031954,CUST0005168,174922.19,18,15.47,2024-08-05,Bengaluru,3-6L,650-850,affiliate
LN00031955,CUST0023266,1348618.6,24,14.26,2025-04-22,Kolkata,>15L,650-850,DSA
LN00031956,CUST0017063,219940.0,24,15.33,2024-04-03,Bengaluru,3-6L,650-850,referral
LN00031957,CUST0002875,282855.81,24,20.22,2024-06-08,Bengaluru,3-6L,550-600,organic
LN00031958,CUST0009551,67920.0,12,22.76,2024-06-23,Mumbai,3-6L,550-600,DSA
LN00031959,CUST0003336,2960805.84,12,16.42,2025-05-07,Mumbai,>15L,600-650,referral
LN00031960,CUST0022320,797526.14,12,16.99,2024-01-12,Delhi,10-15L,600-650,organic
LN00031961,CUST0021466,1790427.59,18,14.44,2024-10-25,Surat,>15L,650-850,DSA
LN00031962,CUST0022544,231665.27,18,15.7,2024-09-08,Delhi,3-6L,650-850,referral
LN00031963,CUST0011081,15822.73,12,15.89,2025-05-27,Vadodara,<3L,600-650,app_store
LN00031964,CUST0013150,487887.34,36,27.42,2025-07-04,Bhopal,6-10L,300-550,app_store
LN00031965,CUST0018767,646857.77,18,14.74,2025-03-27,Patna,6-10L,650-850,organic
LN00031966,CUST0004660,723652.58,18,21.31,2025-01-10,Chennai,10-15L,550-600,organic
LN00031967,CUST0011798,339689.8,36,10.97,2024-10-30,Mumbai,6-10L,650-850,DSA
LN00031968,CUST0014079,690774.63,18,16.54,2024-01-24,Mumbai,6-10L,600-650,organic
LN00031969,CUST0009165,31092.33,12,18.54,2024-03-08,Surat,<3L,550-600,referral
LN00031970,CUST0017886,206421.86,36,15.36,2024-07-22,Kochi,6-10L,650-850,referral
LN00031971,CUST0020629,93957.49,12,19.95,2025-06-08,Bengaluru,3-6L,550-600,DSA
LN00031972,CUST0012035,2496359.46,24,22.62,2025-01-29,Vadodara,>15L,550-600,referral
LN00031973,CUST0018642,2589458.97,24,15.66,2024-12-20,Ahmedabad,>15L,600-650,organic
LN00031974,CUST0021372,1363135.84,24,12.08,2024-09-11,Surat,10-15L,650-850,organic
LN00031975,CUST0010077,114074.02,12,19.95,2025-03-01,Nagpur,3-6L,600-650,referral
LN00031976,CUST0005844,145723.68,36,19.63,2024-08-12,Mumbai,3-6L,600-650,organic
LN00031977,CUST0028663,266491.22,12,18.61,2024-04-24,Lucknow,6-10L,550-600,affiliate
LN00031978,CUST0025651,739156.45,18,13.26,2025-03-05,Pune,10-15L,650-850,app_store
LN00031979,CUST0005926,1380546.74,24,16.65,2024-10-09,Patna,>15L,600-650,affiliate
LN00031980,CUST0012963,1688051.31,36,21.71,2024-02-14,Kolkata,>15L,550-600,referral
LN00031981,CUST0026154,284547.04,18,15.12,2024-01-07,Pune,3-6L,650-850,referral
LN00031982,CUST0014578,2751748.06,24,16.97,2024-09-23,Lucknow,>15L,600-650,referral
LN00031983,CUST0014134,83940.0,12,19.03,2024-12-14,Lucknow,3-6L,600-650,app_store
LN00031984,CUST0022583,1066641.32,24,18.6,2024-10-23,Kolkata,10-15L,600-650,DSA
LN00031985,CUST0006306,607907.86,36,19.37,2024-12-21,Bengaluru,6-10L,550-600,DSA
LN00031986,CUST0021178,660009.44,18,16.47,2025-06-28,Hyderabad,10-15L,600-650,referral
LN00031987,CUST0016103,523379.01,18,15.4,2024-03-03,Kolkata,6-10L,650-850,organic
LN00031988,CUST0013816,2447795.21,18,29.21,2024-11-25,Ahmedabad,>15L,300-550,organic
LN00031989,CUST0020881,614600.04,18,15.86,2024-11-21,Kolkata,6-10L,650-850,organic
LN00031990,CUST0010100,1137578.85,24,15.13,2024-08-16,Bhopal,10-15L,650-850,referral
LN00031991,CUST0015140,223217.4,12,19.94,2024-02-23,Jaipur,3-6L,600-650,DSA
LN00031992,CUST0005596,2918300.14,24,27.25,2024-09-23,Chennai,>15L,300-550,organic
LN00031993,CUST0023065,2025844.92,18,20.28,2024-01-10,Pune,>15L,550-600,referral
LN00031994,CUST0003198,1300590.35,18,16.4,2024-04-29,Chennai,10-15L,600-650,DSA
LN00031995,CUST0007771,2164566.95,18,15.84,2024-07-13,Mumbai,>15L,600-650,organic
LN00031996,CUST0029309,137423.4,18,12.28,2024-01-11,Hyderabad,3-6L,650-850,referral
LN00031997,CUST0015145,1101953.79,36,17.9,2025-01-16,Kolkata,10-15L,600-650,organic
LN00031998,CUST0020572,296450.79,18,11.25,2024-02-03,Hyderabad,3-6L,650-850,referral
LN00031999,CUST0020406,366211.94,24,16.95,2024-07-18,Nagpur,6-10L,600-650,DSA
LN00032000,CUST0022337,832030.31,36,15.69,2024-09-06,Vadodara,10-15L,650-850,referral
LN00032001,CUST0005025,1223720.3,12,13.22,2025-04-04,Hyderabad,10-15L,650-850,DSA
LN00032002,CUST0023479,834673.31,12,19.96,2024-09-27,Mumbai,10-15L,600-650,affiliate
LN00032003,CUST0011763,163864.74,24,22.67,2024-06-12,Vadodara,3-6L,550-600,app_store
LN00032004,CUST0025058,2020694.98,12,22.88,2025-02-25,Lucknow,>15L,300-550,referral
LN00032005,CUST0015388,59462.37,18,13.53,2025-03-19,Mumbai,<3L,650-850,organic
LN00032006,CUST0000150,582802.25,18,15.13,2024-04-10,Pune,6-10L,600-650,app_store
LN00032007,CUST0022122,1283056.87,24,18.38,2024-08-25,Delhi,>15L,600-650,organic
LN00032008,CUST0024384,2409687.25,18,16.46,2024-06-23,Surat,>15L,600-650,organic
LN00032009,CUST0020385,1408431.71,12,10.83,2025-03-30,Pune,10-15L,650-850,affiliate
LN00032010,CUST0023454,689639.03,18,27.8,2024-01-13,Coimbatore,6-10L,300-550,affiliate
LN00032011,CUST0008374,244261.61,18,21.07,2024-06-01,Kolkata,6-10L,550-600,referral
LN00032012,CUST0025527,550260.22,12,28.62,2024-04-10,Kochi,6-10L,300-550,DSA
LN00032013,CUST0006160,272752.88,24,19.93,2024-09-06,Patna,6-10L,550-600,DSA
LN00032014,CUST0002782,1182432.19,12,15.35,2024-02-16,Indore,10-15L,650-850,DSA
LN00032015,CUST0009351,630980.62,18,15.3,2024-09-07,Kolkata,10-15L,650-850,DSA
LN00032016,CUST0008693,304782.87,18,11.61,2024-10-07,Kolkata,6-10L,650-850,referral
LN00032017,CUST0029048,691494.15,24,17.12,2024-09-13,Kolkata,10-15L,600-650,DSA
LN00032018,CUST0003753,377720.09,18,13.32,2024-04-09,Mumbai,6-10L,650-850,affiliate
LN00032019,CUST0024585,57956.26,24,18.93,2024-01-05,Lucknow,<3L,600-650,affiliate
LN00032020,CUST0016827,2543972.83,18,13.81,2024-11-28,Bhopal,>15L,650-850,affiliate
LN00032021,CUST0016702,907182.49,12,15.15,2024-12-23,Indore,>15L,650-850,organic
LN00032022,CUST0021678,266755.35,12,18.36,2024-05-15,Lucknow,3-6L,600-650,affiliate
LN00032023,CUST0016123,1001062.54,12,18.9,2025-06-14,Chennai,10-15L,600-650,organic
LN00032024,CUST0017772,600976.62,36,19.66,2024-02-05,Nagpur,6-10L,600-650,affiliate
LN00032025,CUST0011961,221441.16,18,22.77,2025-05-12,Pune,3-6L,550-600,referral
LN00032026,CUST0012968,328041.39,18,11.49,2025-01-24,Patna,6-10L,650-850,organic
LN00032027,CUST0000449,20791.11,12,28.54,2025-03-27,Hyderabad,<3L,300-550,DSA
LN00032028,CUST0008838,1434212.46,24,15.47,2024-08-31,Delhi,10-15L,650-850,referral
LN00032029,CUST0020232,148404.26,18,14.18,2025-03-22,Mumbai,3-6L,650-850,DSA
LN00032030,CUST0022546,219645.57,24,11.83,2024-12-09,Indore,3-6L,650-850,affiliate
LN00032031,CUST0017739,182119.15,18,24.0,2024-04-27,Lucknow,3-6L,550-600,referral
LN00032032,CUST0011795,278370.83,18,10.71,2024-10-17,Mumbai,3-6L,650-850,organic
LN00032033,CUST0003321,838552.17,18,22.43,2025-02-02,Patna,10-15L,550-600,referral
LN00032034,CUST0022474,352275.63,12,18.67,2024-06-26,Pune,6-10L,600-650,DSA
LN00032035,CUST0001013,287863.16,18,10.07,2024-05-24,Kolkata,3-6L,650-850,organic
LN00032036,CUST0011312,1194214.5,12,23.54,2024-09-24,Surat,10-15L,550-600,affiliate
LN00032037,CUST0029835,246849.54,18,21.62,2024-01-08,Ahmedabad,3-6L,550-600,affiliate
LN00032038,CUST0013028,648776.54,12,12.74,2024-01-03,Hyderabad,6-10L,650-850,app_store
LN00032039,CUST0004413,212308.19,24,19.53,2024-08-06,Ahmedabad,3-6L,600-650,DSA
LN00032040,CUST0014002,770761.09,12,15.62,2024-07-20,Vadodara,10-15L,650-850,app_store
LN00032041,CUST0007454,487476.02,18,12.85,2025-05-28,Kolkata,6-10L,650-850,organic
LN00032042,CUST0026137,651012.29,18,16.75,2025-01-29,Hyderabad,6-10L,600-650,DSA
LN00032043,CUST0003787,335445.78,36,18.54,2024-03-10,Mumbai,6-10L,550-600,referral
LN00032044,CUST0005242,28985.24,18,18.94,2024-11-23,Lucknow,<3L,600-650,app_store
LN00032045,CUST0026917,644694.73,12,15.79,2025-06-14,Indore,10-15L,650-850,organic
LN00032046,CUST0015846,652840.27,12,17.48,2024-11-14,Visakhapatnam,6-10L,600-650,referral
LN00032047,CUST0002396,612465.98,12,19.11,2024-12-30,Lucknow,6-10L,550-600,organic
LN00032048,CUST0011015,81201.47,12,23.87,2025-04-06,Kolkata,3-6L,550-600,referral
LN00032049,CUST0011486,336970.44,18,23.66,2024-05-21,Kochi,6-10L,300-550,affiliate
LN00032050,CUST0017316,122776.9,24,19.56,2025-03-14,Bengaluru,3-6L,550-600,organic
LN00032051,CUST0008175,660582.68,24,13.52,2025-06-10,Nagpur,6-10L,650-850,referral
LN00032052,CUST0003243,16623.95,36,11.68,2024-07-03,Chennai,<3L,650-850,organic
LN00032053,CUST0013386,865228.45,36,16.03,2024-12-31,Vadodara,10-15L,600-650,app_store
LN00032054,CUST0011996,41351.76,36,22.09,2024-07-09,Indore,<3L,550-600,organic
LN00032055,CUST0024040,1603388.42,18,19.57,2024-08-01,Chennai,>15L,600-650,affiliate
LN00032056,CUST0009384,2387614.04,12,22.33,2025-04-13,Bhopal,>15L,550-600,app_store
LN00032057,CUST0015301,2090557.42,18,17.83,2025-01-09,Coimbatore,>15L,600-650,affiliate
LN00032058,CUST0012596,2151021.36,12,19.89,2024-09-01,Hyderabad,>15L,550-600,referral
LN00032059,CUST0016340,2556279.37,24,26.6,2024-03-31,Jaipur,>15L,300-550,referral
LN00032060,CUST0025032,2043951.24,18,22.4,2024-04-26,Kolkata,>15L,300-550,organic
LN00032061,CUST0008810,181370.64,12,15.28,2024-11-23,Kochi,3-6L,600-650,organic
LN00032062,CUST0024229,499177.46,18,11.38,2025-02-09,Visakhapatnam,6-10L,650-850,app_store
LN00032063,CUST0014723,79967.19,24,19.75,2024-07-11,Delhi,<3L,550-600,DSA
LN00032064,CUST0018867,651606.58,12,11.17,2024-08-17,Jaipur,6-10L,650-850,DSA
LN00032065,CUST0014274,296368.38,18,18.84,2024-02-25,Pune,6-10L,550-600,app_store
LN00032066,CUST0002220,1547876.94,36,15.88,2025-01-05,Vadodara,>15L,650-850,affiliate
LN00032067,CUST0004304,830845.51,12,21.68,2024-03-21,Bhopal,>15L,550-600,DSA
LN00032068,CUST0013223,87440.16,36,11.79,2024-03-01,Hyderabad,3-6L,650-850,DSA
LN00032069,CUST0007747,571177.5,18,14.77,2024-04-17,Pune,6-10L,650-850,referral
LN00032070,CUST0029261,519139.86,18,16.11,2025-01-09,Chennai,6-10L,600-650,affiliate
LN00032071,CUST0022924,461161.93,24,13.85,2025-01-14,Chennai,6-10L,650-850,referral
LN00032072,CUST0016565,546968.83,12,11.16,2024-05-06,Indore,6-10L,650-850,referral
LN00032073,CUST0025305,1063589.93,24,21.75,2025-06-10,Lucknow,>15L,550-600,organic
LN00032074,CUST0028480,2389171.43,24,20.55,2025-01-11,Bengaluru,>15L,550-600,DSA
LN00032075,CUST0004166,74682.61,36,19.79,2024-04-08,Ahmedabad,3-6L,550-600,organic
LN00032076,CUST0025047,203115.07,36,28.57,2024-04-26,Pune,3-6L,300-550,organic
LN00032077,CUST0029787,1207737.5,18,17.18,2025-05-08,Chennai,10-15L,600-650,DSA
LN00032078,CUST0008068,1221913.88,36,17.7,2025-01-05,Mumbai,10-15L,600-650,referral
LN00032079,CUST0017514,491421.97,24,15.2,2025-06-17,Kochi,6-10L,650-850,DSA
LN00032080,CUST0009560,2557519.72,24,18.26,2024-09-25,Vadodara,>15L,550-600,organic
LN00032081,CUST0011364,87865.85,12,18.9,2024-08-02,Hyderabad,3-6L,550-600,affiliate
LN00032082,CUST0017667,660676.96,18,11.93,2025-03-18,Jaipur,6-10L,650-850,organic
LN00032083,CUST0008856,2645638.01,18,19.02,2024-03-19,Vadodara,>15L,550-600,organic
LN00032084,CUST0003655,660407.06,36,20.39,2025-07-09,Pune,10-15L,550-600,referral
LN00032085,CUST0007374,585549.14,24,14.62,2024-08-12,Delhi,6-10L,650-850,referral
LN00032086,CUST0011475,189008.93,24,22.15,2024-09-11,Pune,3-6L,550-600,DSA
LN00032087,CUST0021175,63823.56,18,13.59,2024-12-24,Chennai,3-6L,650-850,DSA
LN00032088,CUST0021089,591815.04,36,13.74,2024-01-16,Kolkata,6-10L,650-850,DSA
LN00032089,CUST0019942,604037.48,12,22.85,2024-05-25,Vadodara,6-10L,300-550,DSA
LN00032090,CUST0017603,681923.91,18,18.83,2024-04-25,Kolkata,6-10L,600-650,referral
LN00032091,CUST0025981,2052273.48,24,22.55,2025-03-12,Bhopal,>15L,550-600,referral
LN00032092,CUST0002300,203652.67,24,22.7,2025-03-26,Hyderabad,3-6L,550-600,organic
LN00032093,CUST0020131,72688.0,18,15.05,2025-02-02,Lucknow,3-6L,650-850,organic
LN00032094,CUST0025324,149266.87,24,12.95,2024-10-26,Kolkata,3-6L,650-850,affiliate
LN00032095,CUST0018017,1231446.55,24,15.36,2024-02-24,Visakhapatnam,10-15L,650-850,organic
LN00032096,CUST0008307,1892156.64,18,19.57,2024-01-09,Mumbai,>15L,600-650,app_store
LN00032097,CUST0022730,1044316.63,36,12.43,2024-03-19,Chennai,>15L,650-850,organic
LN00032098,CUST0006089,1133844.46,24,13.25,2024-09-23,Patna,10-15L,650-850,DSA
LN00032099,CUST0005402,52858.68,18,14.14,2025-05-15,Kolkata,<3L,650-850,app_store
